EXERCÍCIO	CÓDIGO ÁREA DE RESULTADO	NOME ÁREA DE RESULTADO	CÓDIGO DO PROGRAMA	NOME DO  PROGRAMA	OBJETIVO DO PROGRAMA	PÚBLICO ALVO DO PROGRAMA	JUSTIFICATIVA DO PROGRAMA	NATUREZA DO PROGRAMA	TIPOLOGIA DO PROGRAMA	CLASSIFICAÇÃO DE GOVERNO	DATA INÍCIO DO PROGRAMA	DATA FIM DO PROGRAMA	UNIDADE GESTORA	CÓDIGO DO INDICADOR	NOME DO INDICADOR	FORMA DE CÁLCULO	UNIDADE DE MEDIDA	FONTE DE DADOS	VALOR DE REFERÊNCIA	DATA APURAÇÃO VALOR DE REFERÊNCIA	ÍNDICE ESPERADO ANO 1	ÍNDICE ESPERADO ANO 2	ÍNDICE ESPERADO ANO 3	ÍNDICE ESPERADO ANO 4	OBSERVAÇÃO
2024	2	EDUCAÇÃO	168	GESTÃO DA POLITICA DO ENSINO FUNDAMENTAL	OFERTAR O ENSINO FUNDAMENTAL NA REDE MUNICIPAL DE EDUCAÇÃO, CONSOLIDANDO PROGRAMAS, PROJETOS E OUTRAS AÇÕES QUE VISEM O FORTALECIMENTO DE UMA EDUCAÇÃO DE QUALIDADE SOCIAL, AMPLIANDO E QUALIFICANDO A POLITICA DE EDUCAÇÃO INTEGRAL.	ESTUDANTES E COMUNIDADE ESCOLAR.	MELHORAR A APRENDIZAGEM DOS ESTUDANTES DO ENSINO FUNDAMENTAL, E DA EDUCAÇÃO DE JOVENS E ADULTOS, REDUZINDO A INFREQUÊNCIA, A TAXA DE EVASÃO E REPROVAÇÃO AO LONGO DA TRAJETÓRIA ESCOLAR, E ELEVANDO A TAXA DE APROVAÇÃO DAS ESCOLAS.	CONTÍNUO	FINALÍSTICO	ESTRATÉGICO	01/01/2022 00:00	31/12/2025 00:00	000800380 - DIRETORIA DE PLANEJAMENTO, ORÇAMENTO E FINANÇAS	710	PERCENTUAL DE ESTUDANTES COM PROFICIÊNCIA NOS PADRÕES DE DESEMPENHO RECOMENDADO OU AVANÇADO NO 5º ANO EM LÍNGUA PORTUGUESA NO PROEB	ESTUDANTES COM PROFICIÊNCIA NOS PADRÕES DE DESEMPENHO RECOMENDADO OU AVANÇADO NO 5º ANO EM LÍNGUA PORTUGUESA NO PROEB / Nº DE ESTUDANTES AVALIADOS X 100	PERCENTUAL	SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA - SIMAVE	55,3	31/12/2021 00:00	70,8	79,7	66,7	77,2	INDICADOR SUSPENSO NA REVISÃO DO PPAG 2023-2025 E REATIVADO NA REVISÃO DO PPAG 2024-2025 COM NOVAS METAS. AS METAS PARA OS ANOS DE 2021 E 2022 FORAM DEFINIDAS NA ELABORAÇÃO DO PPAG 2022-2025.
2024	2	EDUCAÇÃO	168	GESTÃO DA POLITICA DO ENSINO FUNDAMENTAL	OFERTAR O ENSINO FUNDAMENTAL NA REDE MUNICIPAL DE EDUCAÇÃO, CONSOLIDANDO PROGRAMAS, PROJETOS E OUTRAS AÇÕES QUE VISEM O FORTALECIMENTO DE UMA EDUCAÇÃO DE QUALIDADE SOCIAL, AMPLIANDO E QUALIFICANDO A POLITICA DE EDUCAÇÃO INTEGRAL.	ESTUDANTES E COMUNIDADE ESCOLAR.	MELHORAR A APRENDIZAGEM DOS ESTUDANTES DO ENSINO FUNDAMENTAL, E DA EDUCAÇÃO DE JOVENS E ADULTOS, REDUZINDO A INFREQUÊNCIA, A TAXA DE EVASÃO E REPROVAÇÃO AO LONGO DA TRAJETÓRIA ESCOLAR, E ELEVANDO A TAXA DE APROVAÇÃO DAS ESCOLAS.	CONTÍNUO	FINALÍSTICO	ESTRATÉGICO	01/01/2022 00:00	31/12/2025 00:00	000800380 - DIRETORIA DE PLANEJAMENTO, ORÇAMENTO E FINANÇAS	711	PERCENTUAL DE ESTUDANTES COM PROFICIÊNCIA NOS PADRÕES DE DESEMPENHO RECOMENDADO OU AVANÇADO NO 9º ANO EM LÍNGUA PORTUGUESA NO PROEB	ESTUDANTES COM PROFICIÊNCIA NOS PADRÕES DE DESEMPENHO RECOMENDADO OU AVANÇADO NO 9º ANO EM LÍNGUA PORTUGUESA NO PROEB / Nº DE ESTUDANTES AVALIADOS X 100	PERCENTUAL	SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA - SIMAVE	35,4	31/12/2021 00:00	64,9	69,7	49	49	INDICADOR SUSPENSO NA REVISÃO DO PPAG 2023-2025 E REATIVADO NA REVISÃO DO PPAG 2024-2025 COM NOVAS METAS. AS METAS PARA OS ANOS DE 2021 E 2022 FORAM DEFINIDAS NA ELABORAÇÃO DO PPAG 2022-2025.
2024	2	EDUCAÇÃO	168	GESTÃO DA POLITICA DO ENSINO FUNDAMENTAL	OFERTAR O ENSINO FUNDAMENTAL NA REDE MUNICIPAL DE EDUCAÇÃO, CONSOLIDANDO PROGRAMAS, PROJETOS E OUTRAS AÇÕES QUE VISEM O FORTALECIMENTO DE UMA EDUCAÇÃO DE QUALIDADE SOCIAL, AMPLIANDO E QUALIFICANDO A POLITICA DE EDUCAÇÃO INTEGRAL.	ESTUDANTES E COMUNIDADE ESCOLAR.	MELHORAR A APRENDIZAGEM DOS ESTUDANTES DO ENSINO FUNDAMENTAL, E DA EDUCAÇÃO DE JOVENS E ADULTOS, REDUZINDO A INFREQUÊNCIA, A TAXA DE EVASÃO E REPROVAÇÃO AO LONGO DA TRAJETÓRIA ESCOLAR, E ELEVANDO A TAXA DE APROVAÇÃO DAS ESCOLAS.	CONTÍNUO	FINALÍSTICO	ESTRATÉGICO	01/01/2022 00:00	31/12/2025 00:00	000800380 - DIRETORIA DE PLANEJAMENTO, ORÇAMENTO E FINANÇAS	712	PERCENTUAL DE ESTUDANTES COM PROFICIÊNCIA NOS PADRÕES DE DESEMPENHO RECOMENDADO OU AVANÇADO NO 5º ANO EM MATEMÁTICA NO PROEB	ESTUDANTES COM PROFICIÊNCIA NOS PADRÕES DE DESEMPENHO RECOMENDADO OU AVANÇADO NO 5º ANO EM MATEMÁTICA NO PROEB / Nº DE ESTUDANTES AVALIADOS X 100	PERCENTUAL	SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA - SIMAVE	36,6	31/12/2021 00:00	46,8	46,9	44	44	INDICADOR SUSPENSO NA REVISÃO DO PPAG 2023-2025 E REATIVADO NA REVISÃO DO PPAG 2024-2025 COM NOVAS METAS. AS METAS PARA OS ANOS DE 2021 E 2022 FORAM DEFINIDAS NA ELABORAÇÃO DO PPAG 2022-2025.
2024	2	EDUCAÇÃO	168	GESTÃO DA POLITICA DO ENSINO FUNDAMENTAL	OFERTAR O ENSINO FUNDAMENTAL NA REDE MUNICIPAL DE EDUCAÇÃO, CONSOLIDANDO PROGRAMAS, PROJETOS E OUTRAS AÇÕES QUE VISEM O FORTALECIMENTO DE UMA EDUCAÇÃO DE QUALIDADE SOCIAL, AMPLIANDO E QUALIFICANDO A POLITICA DE EDUCAÇÃO INTEGRAL.	ESTUDANTES E COMUNIDADE ESCOLAR.	MELHORAR A APRENDIZAGEM DOS ESTUDANTES DO ENSINO FUNDAMENTAL, E DA EDUCAÇÃO DE JOVENS E ADULTOS, REDUZINDO A INFREQUÊNCIA, A TAXA DE EVASÃO E REPROVAÇÃO AO LONGO DA TRAJETÓRIA ESCOLAR, E ELEVANDO A TAXA DE APROVAÇÃO DAS ESCOLAS.	CONTÍNUO	FINALÍSTICO	ESTRATÉGICO	01/01/2022 00:00	31/12/2025 00:00	000800380 - DIRETORIA DE PLANEJAMENTO, ORÇAMENTO E FINANÇAS	713	PERCENTUAL DE ESTUDANTES COM PROFICIÊNCIA NOS PADRÕES DE DESEMPENHO RECOMENDADO OU AVANÇADO NO 9º ANO EM MATEMÁTICA NO PROEB	ESTUDANTES COM PROFICIÊNCIA NOS PADRÕES DE DESEMPENHO RECOMENDADO OU AVANÇADO NO 9º ANO EM MATEMÁTICA NO PROEB / Nº DE ESTUDANTES AVALIADOS X 100	PERCENTUAL	SISTEMA MINEIRO DE AVALIAÇÃO E EQUIDADE DA EDUCAÇÃO PÚBLICA - SIMAVE	13,8	31/12/2021 00:00	19	19,5	20,2	20,2	INDICADOR SUSPENSO NA REVISÃO DO PPAG 2023-2025 E REATIVADO NA REVISÃO DO PPAG 2024-2025 COM NOVAS METAS. AS METAS PARA OS ANOS DE 2021 E 2022 FORAM DEFINIDAS NA ELABORAÇÃO DO PPAG 2022-2025.
2024	2	EDUCAÇÃO	168	GESTÃO DA POLITICA DO ENSINO FUNDAMENTAL	OFERTAR O ENSINO FUNDAMENTAL NA REDE MUNICIPAL DE EDUCAÇÃO, CONSOLIDANDO PROGRAMAS, PROJETOS E OUTRAS AÇÕES QUE VISEM O FORTALECIMENTO DE UMA EDUCAÇÃO DE QUALIDADE SOCIAL, AMPLIANDO E QUALIFICANDO A POLITICA DE EDUCAÇÃO INTEGRAL.	ESTUDANTES E COMUNIDADE ESCOLAR.	MELHORAR A APRENDIZAGEM DOS ESTUDANTES DO ENSINO FUNDAMENTAL, E DA EDUCAÇÃO DE JOVENS E ADULTOS, REDUZINDO A INFREQUÊNCIA, A TAXA DE EVASÃO E REPROVAÇÃO AO LONGO DA TRAJETÓRIA ESCOLAR, E ELEVANDO A TAXA DE APROVAÇÃO DAS ESCOLAS.	CONTÍNUO	FINALÍSTICO	ESTRATÉGICO	01/01/2022 00:00	31/12/2025 00:00	000800380 - DIRETORIA DE PLANEJAMENTO, ORÇAMENTO E FINANÇAS	784	PERCENTUAL DE ESTUDANTES DE ATÉ 7 ANOS DE IDADE COM PROFICIÊNCIA EM LEITURA NOS PADRÕES DE DESEMPENHO RECOMENDADO E AVANÇADO	Nº DE ALUNOS DE ATÉ 7 ANOS DE IDADE COM PROFICIÊNCIA EM LEITURA NOS PADRÕES DE DESEMPENHO RECOMENDADO E AVANÇADO / Nº DE ALUNOS AVALIADOS * 100	PERCENTUAL	SECRETARIA MUNICIPAL DE EDUCAÇÃO	66,8	31/12/2022 00:00	0	0	77,2	77,2	INDICADOR INSERIDO NA REVISÃO DO PPAG 2024/2025.
2024	2	EDUCAÇÃO	168	GESTÃO DA POLITICA DO ENSINO FUNDAMENTAL	OFERTAR O ENSINO FUNDAMENTAL NA REDE MUNICIPAL DE EDUCAÇÃO, CONSOLIDANDO PROGRAMAS, PROJETOS E OUTRAS AÇÕES QUE VISEM O FORTALECIMENTO DE UMA EDUCAÇÃO DE QUALIDADE SOCIAL, AMPLIANDO E QUALIFICANDO A POLITICA DE EDUCAÇÃO INTEGRAL.	ESTUDANTES E COMUNIDADE ESCOLAR.	MELHORAR A APRENDIZAGEM DOS ESTUDANTES DO ENSINO FUNDAMENTAL, E DA EDUCAÇÃO DE JOVENS E ADULTOS, REDUZINDO A INFREQUÊNCIA, A TAXA DE EVASÃO E REPROVAÇÃO AO LONGO DA TRAJETÓRIA ESCOLAR, E ELEVANDO A TAXA DE APROVAÇÃO DAS ESCOLAS.	CONTÍNUO	FINALÍSTICO	ESTRATÉGICO	01/01/2022 00:00	31/12/2025 00:00	000800380 - DIRETORIA DE PLANEJAMENTO, ORÇAMENTO E FINANÇAS	785	PERCENTUAL DE ESTUDANTES DE ATÉ 7 ANOS DE IDADE COM PROFICIÊNCIA EM MATEMÁTICA NOS PADRÕES DE DESEMPENHO RECOMENDADO E AVANÇADO	Nº DE ALUNOS QUE OBTIVERAM NÍVEL RECOMENDADO E AVANÇADO EM MATEMÁTICA / Nº DE ALUNOS AVALIADOS X 100	PERCENTUAL	SECRETARIA MUNICIPAL DE EDUCAÇÃO	46,9	31/12/2022 00:00	0	0	61,1	68,2	INDICADOR INSERIDO NA REVISÃO DO PPAG 2024/2025.
2024	2	EDUCAÇÃO	169	GESTÃO DA POLÍTICA DE EDUCAÇÃO INFANTIL	OFERTAR VAGAS NA EDUCAÇÃO INFANTIL DA REDE MUNICIPAL DE EDUCAÇÃO E NA REDE PARCEIRA PARA CRIANÇAS DE ZERO A CINCO ANOS DE IDADE, COM QUALIDADE E AMPLIAÇÃO DO ATENDIMENTO.	CRIANÇAS DE ZERO A CINCO ANOS DE IDADE, COM PRIORIDADE PARA AS RESIDENTES EM ÁREAS COM ALTO ÍNDICE DE VULNERABILIDADE SOCIAL.	MELHORAR A QUALIDADE E AMPLIAR O ATENDIMENTO NA EDUCAÇÃO INFANTIL, NA REDE PRÓPRIA E PARCEIRA, PRIVILEGIANDO ÁREAS MAIS VULNERÁVEIS.	CONTÍNUO	FINALÍSTICO	ESTRATÉGICO	01/01/2022 00:00	31/12/2025 00:00	000800380 - DIRETORIA DE PLANEJAMENTO, ORÇAMENTO E FINANÇAS	714	PERCENTUAL DE ATENDIMENTO AO CADASTRO DA EDUCAÇÃO INFANTIL DE 0 A 2 ANOS	TOTAL DE CRIANÇAS DE 0 A 2 ANOS ATENDIDAS / NÚMERO DE CRIANÇAS DE 0 A 2 ANOS INSCRITAS NO CADASTRO DA EDUCAÇÃO INFANTIL X 100.	PERCENTUAL	SISTEMA DE CADASTRO DA EDUCAÇÃO INFANTIL DA SMED	86,5	31/12/2019 00:00	93	96	100	100	
2024	2	EDUCAÇÃO	169	GESTÃO DA POLÍTICA DE EDUCAÇÃO INFANTIL	OFERTAR VAGAS NA EDUCAÇÃO INFANTIL DA REDE MUNICIPAL DE EDUCAÇÃO E NA REDE PARCEIRA PARA CRIANÇAS DE ZERO A CINCO ANOS DE IDADE, COM QUALIDADE E AMPLIAÇÃO DO ATENDIMENTO.	CRIANÇAS DE ZERO A CINCO ANOS DE IDADE, COM PRIORIDADE PARA AS RESIDENTES EM ÁREAS COM ALTO ÍNDICE DE VULNERABILIDADE SOCIAL.	MELHORAR A QUALIDADE E AMPLIAR O ATENDIMENTO NA EDUCAÇÃO INFANTIL, NA REDE PRÓPRIA E PARCEIRA, PRIVILEGIANDO ÁREAS MAIS VULNERÁVEIS.	CONTÍNUO	FINALÍSTICO	ESTRATÉGICO	01/01/2022 00:00	31/12/2025 00:00	000800380 - DIRETORIA DE PLANEJAMENTO, ORÇAMENTO E FINANÇAS	715	PERCENTUAL DE ATENDIMENTO AO CADASTRO DA EDUCAÇÃO INFANTIL DE 3 A 4 ANOS	TOTAL DE CRIANÇAS DE 3 A 4 ANOS ATENDIDAS / NÚMERO DE CRIANÇAS DE 3 A 4 ANOS INSCRITAS NO CADASTRO DA EDUCAÇÃO INFANTIL X 100.	PERCENTUAL	SISTEMA DE CADASTRO DA EDUCAÇÃO INFANTIL DA SMED	100	31/12/2019 00:00	100	100	100	100	
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	19	PROTEÇÃO SOCIAL BÁSICA	PROVER SERVIÇOS, PROGRAMAS, PROJETOS E BENEFÍCIOS, EM ESPECIAL PARA FAMÍLIAS, INDIVÍDUOS E GRUPOS, QUE DELES NECESSITAREM, CONTRIBUINDO COM A INCLUSÃO DOS USUÁRIOS, AMPLIANDO O ACESSO AOS BENS E SERVIÇOS SOCIOASSISTENCIAIS.	CIDADÃOS E GRUPOS EM SITUAÇÃO DE VULNERABILIDADE E RISCOS.	A PROTEÇÃO SOCIAL BÁSICA GARANTE O ATENDIMENTO DA POPULAÇÃO QUE VIVE EM SITUAÇÃO DE VULNERABILIDADE SOCIAL DECORRENTE DA POBREZA, PRIVAÇÃO POR AUSÊNCIA DE RENDA, PRECÁRIO ACESSO AOS SERVIÇOS PÚBLICOS, FRAGILIZAÇÃO DOS VÍNCULOS AFETIVOS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001500026 - SUBSECRETARIA DE ASSISTÊNCIA SOCIAL	680	PERCENTUAL DE FAMÍLIAS EM SITUAÇÃO DE VULNERABILIDADE INSCRITAS NO CADÚNICO	Nº DE FAMÍLIAS COM ATÉ 1/2 SALÁRIO MÍNIMO PER CAPTA COM CADASTRO NO CADÚNICO / Nº DE FAMÍLIAS COM ATÉ 1/2 SALÁRIO MÍNIMO CONFORME CENSO IBGE * 100.	PERCENTUAL	SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA	47	01/07/2018 00:00	78	80	82	84	
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	101	PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER	PROMOVER O ESPORTE E O LAZER COMO DIREITOS CONSTITUCIONAIS, CONTRIBUINDO PARA A MELHORIA DA QUALIDADE DE VIDA E PARA O DESENVOLVIMENTO HUMANO, NAS DIMENSÕES DO ESPORTE DE RENDIMENTO, ESPORTE DE PARTICIPAÇÃO E ESPORTE EDUCACIONAL. GERIR A INFRA-ESTRUTURA NECESSÁRIA PARA O DESENVOLVIMENTO DO ESPORTE E LAZER ATRAVÉS DOS EQUIPAMENTOS ESPORTIVOS MUNICIPAIS.	TODAS AS FAIXAS ETÁRIAS, PRIORIZANDO O ATENDIMENTO ÀQUELES COM MAIOR VULNERABILIDADE SOCIAL.	"O ESPORTE E O LAZER, EM INTERFACE COM A SAÚDE, A EDUCAÇÃO, AS AÇÕES SOCIAIS E A CULTURA SÃO IMPORTANTES INSTRUMENTOS DA MELHORIA DA QUALIDADE DE VIDA DAS PESSOAS, POSSIBILITANDO UMA VIDA MAIS SAUDÁVEL E CONTRIBUINDO PARA A SOCIALIZAÇÃO DOS PARTICIPANTES. SÃO AINDA BENS CULTURAIS HISTORICAMENTE CONSTRUÍDOS E QUE TÊM IMPORTÂNCIA EM SI MESMOS POR EXPRESSAREM A IDENTIDADE DE UM POVO. POR ESTES MOTIVOS, O ESPORTE E O LAZER SÃO CONSIDERADOS COMO DIREITOS DO CIDADÃO E DEVER DO ESTADO.  A DEMANDA CRESCENTE POR ESTAS ATIVIDADES TEM LEVADO AO SURGIMENTO DE UMA POTENTE ""INDÚSTRIA DO LAZER"". CONTUDO, ASSEGURAR ESTES DIREITOS A TODOS É CONTRIBUIR SOBRETUDO PARA A INCLUSÃO DE PESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, POSSIBILITANDO O ACESSO A EQUIPAMENTOS E SERVIÇOS SEM RESTRIÇÃO DE SEXO, RAÇA, CREDO, IDADE, CLASSE SOCIAL OU HABILIDADE FÍSICO-DESPORTIVA."	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	000900009 - GABINETE	628	PERCENTUAL DE ADULTOS CLASSIFICADOS COMO INSUFICIENTEMENTE ATIVOS	POPULAÇÃO COM IDADE IGUAL OU SUPERIOR A 18 ANOS, CUJA SOMA DE ATIVIDADES FÍSICAS NO TEMPO LIVRE, NO DESLOCAMENTO E NA ATIVIDADE OCUPACIONAL, NÃO ALCANÇA 150 MINUTOS POR SEMANA / POPULAÇÃO COM IDADE IGUAL OU SUPERIOR A 18 ANOS X 100	PERCENTUAL	VIGITEL	44	29/05/2020 00:00	45	45	45	45	
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	101	PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER	PROMOVER O ESPORTE E O LAZER COMO DIREITOS CONSTITUCIONAIS, CONTRIBUINDO PARA A MELHORIA DA QUALIDADE DE VIDA E PARA O DESENVOLVIMENTO HUMANO, NAS DIMENSÕES DO ESPORTE DE RENDIMENTO, ESPORTE DE PARTICIPAÇÃO E ESPORTE EDUCACIONAL. GERIR A INFRA-ESTRUTURA NECESSÁRIA PARA O DESENVOLVIMENTO DO ESPORTE E LAZER ATRAVÉS DOS EQUIPAMENTOS ESPORTIVOS MUNICIPAIS.	TODAS AS FAIXAS ETÁRIAS, PRIORIZANDO O ATENDIMENTO ÀQUELES COM MAIOR VULNERABILIDADE SOCIAL.	"O ESPORTE E O LAZER, EM INTERFACE COM A SAÚDE, A EDUCAÇÃO, AS AÇÕES SOCIAIS E A CULTURA SÃO IMPORTANTES INSTRUMENTOS DA MELHORIA DA QUALIDADE DE VIDA DAS PESSOAS, POSSIBILITANDO UMA VIDA MAIS SAUDÁVEL E CONTRIBUINDO PARA A SOCIALIZAÇÃO DOS PARTICIPANTES. SÃO AINDA BENS CULTURAIS HISTORICAMENTE CONSTRUÍDOS E QUE TÊM IMPORTÂNCIA EM SI MESMOS POR EXPRESSAREM A IDENTIDADE DE UM POVO. POR ESTES MOTIVOS, O ESPORTE E O LAZER SÃO CONSIDERADOS COMO DIREITOS DO CIDADÃO E DEVER DO ESTADO.  A DEMANDA CRESCENTE POR ESTAS ATIVIDADES TEM LEVADO AO SURGIMENTO DE UMA POTENTE ""INDÚSTRIA DO LAZER"". CONTUDO, ASSEGURAR ESTES DIREITOS A TODOS É CONTRIBUIR SOBRETUDO PARA A INCLUSÃO DE PESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, POSSIBILITANDO O ACESSO A EQUIPAMENTOS E SERVIÇOS SEM RESTRIÇÃO DE SEXO, RAÇA, CREDO, IDADE, CLASSE SOCIAL OU HABILIDADE FÍSICO-DESPORTIVA."	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	000900009 - GABINETE	691	TAXA DE USUÁRIOS DO PROGRAMA SUPERAR POR 10 MIL PESSOAS COM DEFICIÊNCIA	NÚMERO DE ATENDIDOS / NÚMERO DE PESSOAS COM DEFICIÊNCIA NO MUNICÍPIO DE BELO HORIZONTE X 10.000	USUÁRIOS ATENDIDOS A CADA GRUPO DE 10 MIL HABITANTES	SECRETARIA MUNICIPAL DE ESPORTES E LAZER	20,2	31/12/2020 00:00	34	36	39	42	
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	101	PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER	PROMOVER O ESPORTE E O LAZER COMO DIREITOS CONSTITUCIONAIS, CONTRIBUINDO PARA A MELHORIA DA QUALIDADE DE VIDA E PARA O DESENVOLVIMENTO HUMANO, NAS DIMENSÕES DO ESPORTE DE RENDIMENTO, ESPORTE DE PARTICIPAÇÃO E ESPORTE EDUCACIONAL. GERIR A INFRA-ESTRUTURA NECESSÁRIA PARA O DESENVOLVIMENTO DO ESPORTE E LAZER ATRAVÉS DOS EQUIPAMENTOS ESPORTIVOS MUNICIPAIS.	TODAS AS FAIXAS ETÁRIAS, PRIORIZANDO O ATENDIMENTO ÀQUELES COM MAIOR VULNERABILIDADE SOCIAL.	"O ESPORTE E O LAZER, EM INTERFACE COM A SAÚDE, A EDUCAÇÃO, AS AÇÕES SOCIAIS E A CULTURA SÃO IMPORTANTES INSTRUMENTOS DA MELHORIA DA QUALIDADE DE VIDA DAS PESSOAS, POSSIBILITANDO UMA VIDA MAIS SAUDÁVEL E CONTRIBUINDO PARA A SOCIALIZAÇÃO DOS PARTICIPANTES. SÃO AINDA BENS CULTURAIS HISTORICAMENTE CONSTRUÍDOS E QUE TÊM IMPORTÂNCIA EM SI MESMOS POR EXPRESSAREM A IDENTIDADE DE UM POVO. POR ESTES MOTIVOS, O ESPORTE E O LAZER SÃO CONSIDERADOS COMO DIREITOS DO CIDADÃO E DEVER DO ESTADO.  A DEMANDA CRESCENTE POR ESTAS ATIVIDADES TEM LEVADO AO SURGIMENTO DE UMA POTENTE ""INDÚSTRIA DO LAZER"". CONTUDO, ASSEGURAR ESTES DIREITOS A TODOS É CONTRIBUIR SOBRETUDO PARA A INCLUSÃO DE PESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, POSSIBILITANDO O ACESSO A EQUIPAMENTOS E SERVIÇOS SEM RESTRIÇÃO DE SEXO, RAÇA, CREDO, IDADE, CLASSE SOCIAL OU HABILIDADE FÍSICO-DESPORTIVA."	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	000900009 - GABINETE	692	TAXA DE USUÁRIOS DO PROGRAMA ESPORTE ESPERANÇA POR  10 MIL CRIANÇAS/ADOLESCENTES	(NÚMERO DE CRIANÇAS E ADOLESCENTES ATENDIDOS / NÚMERO DE CRIANÇAS E ADOLESCENTES DA POPULAÇÃO DE BH) X 10.000	USUÁRIOS ATENDIDOS A CADA GRUPO DE 10 MIL HABITANTES	SECRETARIA MUNICIPAL DE ESPORTES E LAZER	18	31/12/2020 00:00	42	71	101	84	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	101	PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER	PROMOVER O ESPORTE E O LAZER COMO DIREITOS CONSTITUCIONAIS, CONTRIBUINDO PARA A MELHORIA DA QUALIDADE DE VIDA E PARA O DESENVOLVIMENTO HUMANO, NAS DIMENSÕES DO ESPORTE DE RENDIMENTO, ESPORTE DE PARTICIPAÇÃO E ESPORTE EDUCACIONAL. GERIR A INFRA-ESTRUTURA NECESSÁRIA PARA O DESENVOLVIMENTO DO ESPORTE E LAZER ATRAVÉS DOS EQUIPAMENTOS ESPORTIVOS MUNICIPAIS.	TODAS AS FAIXAS ETÁRIAS, PRIORIZANDO O ATENDIMENTO ÀQUELES COM MAIOR VULNERABILIDADE SOCIAL.	"O ESPORTE E O LAZER, EM INTERFACE COM A SAÚDE, A EDUCAÇÃO, AS AÇÕES SOCIAIS E A CULTURA SÃO IMPORTANTES INSTRUMENTOS DA MELHORIA DA QUALIDADE DE VIDA DAS PESSOAS, POSSIBILITANDO UMA VIDA MAIS SAUDÁVEL E CONTRIBUINDO PARA A SOCIALIZAÇÃO DOS PARTICIPANTES. SÃO AINDA BENS CULTURAIS HISTORICAMENTE CONSTRUÍDOS E QUE TÊM IMPORTÂNCIA EM SI MESMOS POR EXPRESSAREM A IDENTIDADE DE UM POVO. POR ESTES MOTIVOS, O ESPORTE E O LAZER SÃO CONSIDERADOS COMO DIREITOS DO CIDADÃO E DEVER DO ESTADO.  A DEMANDA CRESCENTE POR ESTAS ATIVIDADES TEM LEVADO AO SURGIMENTO DE UMA POTENTE ""INDÚSTRIA DO LAZER"". CONTUDO, ASSEGURAR ESTES DIREITOS A TODOS É CONTRIBUIR SOBRETUDO PARA A INCLUSÃO DE PESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, POSSIBILITANDO O ACESSO A EQUIPAMENTOS E SERVIÇOS SEM RESTRIÇÃO DE SEXO, RAÇA, CREDO, IDADE, CLASSE SOCIAL OU HABILIDADE FÍSICO-DESPORTIVA."	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	000900009 - GABINETE	693	TAXA DE USUÁRIOS DO PROGRAMA VIDA ATIVA POR 10 MIL PESSOAS COM 50 ANOS OU MAIS	(NÚMERO DE ATENDIDOS COM 50 ANOS OU MAIS / NÚMERO DE PESSOAS DE 50 ANOS OU MAIS NO MUNICÍPIO DE BELO HORIZONTE) X 10.000	USUÁRIOS ATENDIDOS A CADA GRUPO DE 10 MIL HABITANTES	SECRETARIA MUNICIPAL DE ESPORTES E LAZER	11,7	31/12/2020 00:00	14	31	34	37	
