EXERCÍCIO;CÓDIGO ÁREA DE RESULTADO;NOME ÁREA DE RESULTADO;CÓDIGO DO PROGRAMA;NOME DO  PROGRAMA;OBJETIVO DO PROGRAMA;PÚBLICO ALVO DO PROGRAMA;JUSTIFICATIVA DO PROGRAMA;NATUREZA DO PROGRAMA;TIPOLOGIA DO PROGRAMA;CLASSIFICAÇÃO DE GOVERNO;DATA INÍCIO DO PROGRAMA;DATA FIM DO PROGRAMA;UNIDADE GESTORA;CÓDIGO DO INDICADOR;NOME DO INDICADOR;FORMA DE CÁLCULO;UNIDADE DE MEDIDA;FONTE DE DADOS;VALOR DE REFERÊNCIA;DATA APURAÇÃO VALOR DE REFERÊNCIA;ÍNDICE ESPERADO ANO 1;ÍNDICE ESPERADO ANO 2;ÍNDICE ESPERADO ANO 3;ÍNDICE ESPERADO ANO 4;OBSERVAÇÃO
2025;06;DESENVOLVIMENTO ECONÔMICO E TURISMO;0086;FOMENTO AO TURISMO DE LAZER, EVENTOS E NEGÓCIOS;Crescimento do fluxo turístico e aumento da taxa de permanência na cidade.;POPULAÇÃO E VISITANTES DA CIDADE DE BELO HORIZONTE.;TODAS AS AÇÕES DA BELOTUR, CONSUBSTANCIADAS EM SUAS METAS FÍSICAS, VISAM O OBJETIVO DE PROMOVER E DIVULGAR BELO HORIZONTE, NO SENTIDO DE ATRAIR TURISTAS E EVENTOS, QUE CONCORRERÃO PARA O DESENVOLVIMENTO DE TURISMO DA CIDADE.;Contínuo;FINALÍSTICO;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;002800010 - DIRETORIA DE ADMINISTRAÇÃO E FINANÇAS;42;TAXA DE OCUPAÇÃO HOTELEIRA;HOSPEDAGENS PAGAS / (TOTAL DE UNIDADES DE HOSPEDAGEM X NÚMERO DE DIAS DO MÊS) X 100;PERCENTUAL;ASSOCIAÇÃO BRASILEIRA DA INDÚSTRIA DE HOTÉIS - ABIH;65,4;31/12/2022 00:00;34,28;55,13;69,25;71,32;"MÉDIA DA OCUPAÇÃO DIÁRIA DOS HOTÉIS QUE PARTICIPAM DA ""CESTA COMPETITIVA"" HOTELEIRA. METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025."
2025;06;DESENVOLVIMENTO ECONÔMICO E TURISMO;0086;FOMENTO AO TURISMO DE LAZER, EVENTOS E NEGÓCIOS;Crescimento do fluxo turístico e aumento da taxa de permanência na cidade.;POPULAÇÃO E VISITANTES DA CIDADE DE BELO HORIZONTE.;TODAS AS AÇÕES DA BELOTUR, CONSUBSTANCIADAS EM SUAS METAS FÍSICAS, VISAM O OBJETIVO DE PROMOVER E DIVULGAR BELO HORIZONTE, NO SENTIDO DE ATRAIR TURISTAS E EVENTOS, QUE CONCORRERÃO PARA O DESENVOLVIMENTO DE TURISMO DA CIDADE.;Contínuo;FINALÍSTICO;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;002800010 - DIRETORIA DE ADMINISTRAÇÃO E FINANÇAS;610;PERCENTUAL DO ISS TURÍSTICO;PARTICIPAÇÃO RELATIVA DO ISSQN GERADO POR ATIVIDADES TURÍSTICAS (TÍPICA E PARCIALMENTE) / ISSQN TOTAL DO MUNICÍPIO X 100;PERCENTUAL;SECRETARIA MUNICIPAL DE FAZENDA;5,54;31/12/2022 00:00;3,5;3,67;5,87;6,05;METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2025;10;ATENDIMENTO AO CIDADÃO E MELHORIA DA GESTÃO PÚBLICA;0088;ENCARGOS FINANCEIROS MUNICIPAIS;Processar despesas relativas a encargos financeiros em geral, despesas de exercícios anteriores e restituições fiscais.;PREFEITURA DE BELO HORIZONTE.;VIABILIZAR A LIQUIDAÇÃO DAS DESPESAS SOLICITADAS PELOS DIVERSOS ÓRGÃOS DA PBH, CUJO PROCESSAMENTO NÃO FOI EXECUTADO NO EXERCÍCIO CORRETO, BEM COMO PROMOVER A RESTITUIÇÃO DE IMPOSTOS PAGOS INDEVIDAMENTE PELO CONTRIBUINTE.;Contínuo;GESTÃO DE POLÍTICAS PÚBLICAS;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;001000054 - SUBSECRETARIA DO TESOURO MUNICIPAL;;;;;;;;;;;;
2025;11;EIXO ADMINISTRATIVO;0089;SENTENÇAS JUDICIAIS;Pagamento de ações precatórias.;PREFEITURA E MUNÍCIPES DE BELO HORIZONTE.;O MUNICÍPIO É ALVO DE AÇÕES MOVIDAS POR TERCEIROS, GERANDO OBRIGAÇÕES DE PAGAMENTOS VIA PRECATÓRIOS.;Contínuo;GESTÃO DE POLÍTICAS PÚBLICAS;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;002600047 - DIRETORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS;;;;;;;;;;;;
2025;10;ATENDIMENTO AO CIDADÃO E MELHORIA DA GESTÃO PÚBLICA;0090;APORTE DE RECURSOS A ENTIDADES SOCIETÁRIAS;Aumento de capital em empresas cujo município é sócio, proporcional à sua participação na empresa.;PREFEITURA DE BELO HORIZONTE.;SENDO O MUNICÍPIO SÓCIO DAS EMPRESAS, CABE A ELE REALIZAR APORTES DE RECURSOS DEFINIDOS EM ASSEMBLEIAS POR SEUS RESPECTIVOS CONSELHOS, PROPORCIONAIS À SUA PARTICIPAÇÃO.;Contínuo;GESTÃO DE POLÍTICAS PÚBLICAS;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;001000054 - SUBSECRETARIA DO TESOURO MUNICIPAL;;;;;;;;;;;;
2025;11;EIXO ADMINISTRATIVO;0091;GESTÃO DA DÍVIDA PÚBLICA CONTRATADA;Gerenciamento e quitação das obrigações contratadas assumidas pela Administração Direta.;PREFEITURA DE BELO HORIZONTE.;OBRIGAÇÕES FINANCEIRAS CONTRATUAIS GERADAS PELA CELEBRAÇÃO DE CONTRATOS;Contínuo;GESTÃO DE POLÍTICAS PÚBLICAS;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;001000054 - SUBSECRETARIA DO TESOURO MUNICIPAL;;;;;;;;;;;;
2025;10;ATENDIMENTO AO CIDADÃO E MELHORIA DA GESTÃO PÚBLICA;0093;ARTICULAÇÃO DE POLÍTICAS;"1- DISPONIBILIZAR INFORMAÇÕES QUE SUBSIDIEM O RELACIONAMENTO ENTRE O EXECUTIVO MUNICIPAL E OS LEGISLATIVOS MUNICIPAL, ESTADUAL E FEDERAL; 2 - ACOMPANHAR O ANDAMENTO DOS TRABALHOS LEGISLATIVOS E ATUAR COMO REFERÊNCIA DE INTERLOCUÇÃO JUNTO À LIDERANÇA DO GOVERNO NA CÂMARA MUNICIPAL; 3 - ENCAMINHAR JUNTO AOS ÓRGÃOS DA ADMINISTRAÇÃO MUNICIPAL AS DEMANDAS DOS PARLAMENTARES. SISTEMATIZAR INFORMAÇÕES RELATIVAS ÀS INSTÂNCIAS DE PARTICIPAÇÃO DIRETA DO EXECUTIVO; 4 - SISTEMATIZAR CADASTRO DE ENTIDADES DA SOCIEDADE CIVIL, MOVIMENTOS SOCIAIS E LIDERANÇAS COMUNITÁRIAS; 5 - A CONSOLIDAÇÃO DE UMA POLÍTICA PÚBLICA VOLTADA PARA OS 450 MIL JOVENS DE BELO HORIZONTE MOTIVOU A CRIAÇÃO, EM 2005, DA COORDENADORIA DA JUVENTUDE, ÓRGÃO LIGADO À SECRETARIA MUNICIPAL DE GOVERNO DA PBH.";PREFEITURA DE BELO HORIZONTE E MUNÍCIPES.;TEM POR FINALIDADE PLANEJAR, ACOMPANHAR, AVALIAR E MONITORAR A GESTÃO DAS DIVERSAS AÇÕES DA SECRETARIA MUNICIPAL DE GOVERNO.;Contínuo;GESTÃO DE POLÍTICAS PÚBLICAS;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;001900003 - DIRETORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS;;;;;;;;;;;;
2025;10;ATENDIMENTO AO CIDADÃO E MELHORIA DA GESTÃO PÚBLICA;0096;COORDENAÇÃO SUPERIOR MUNICIPAL;"1 - PRODUZIR E FACILITAR ANÁLISES DE POLÍTICAS PÚBLICAS E TEMAS DE INTERESSE DO PREFEITO; 2 - PLANEJAR E MONITORAR A EXECUÇÃO DO PLANO DE GOVERNO; 3 - COORDENAR, PLANEJAR, MONITORAR, DESENVOLVER, CONTROLAR E EXECUTAR DIVERSAS AÇÕES INSTITUCIONAIS; 4 - COORDENAR A GESTÃO ORIENTADA POR RESULTADOS, CONSUBSTANCIADA NO CONJUNTO DE AÇÕES FUNCIONAIS E TEMÁTICAS, INTEGRADAS DE FORMA MULTISETORIAL E ESTRATÉGICA; 5 - COORDENAR O PLANO DE DESBUROCRATIZAÇÃO, ADOTANDO AS MEDIDAS NECESSÁRIAS À IMPLEMENTAÇÃO NOS ÓRGÃOS E ENTIDADES DA ADMINISTRAÇÃO DIRETA E INDIRETA DO MUNICÍPIO; 6 - MANTER CONTATO PERMANENTE COM ENTIDADES DE CLASSE EMPRESARIAIS DE BELO HORIZONTE E DO ESTADO DE MINAS GERAIS, BUSCANDO SUBSÍDIOS PARA ATUAÇÃO DO EXECUTIVO NA MELHORIA CONSTANTE DO AMBIENTE DE NEGÓCIOS COM VISTAS AO DESENVOLVIMENTO ECONÔMICO DO MUNICÍPIO; 7 - PROMOVER ATIVIDADES ARTÍSTICAS, CULTURAIS, AMBIENTAIS, ESPORTIVAS, DE CIDADANIA E LAZER E DAS ÁREAS DA SAÚDE E DA EDUCAÇÃO, DE MANEIRA DESCENTRALIZADA E DEMOCRÁTICA.";PREFEITURA DE BELO HORIZONTE E MUNÍCIPES.;"1- CRIAÇÃO DO PROGRAMA BH METAS E RESULTADOS COM O OBJETIVO DE PACTUAR AS RESPONSABILIDADES PELO ALCANCE DE RESULTADOS E RESPECTIVAS METAS DE DETERMINADAS ÁREAS DE RESULTADO E PROJETOS SUSTENTADORES; 2 - ASSISTÊNCIA E ASSESSORAMENTO DIRETO E IMEDIATO AO EXECUTIVO MUNICIPAL, OS ÓRGÃOS DA ADMINISTRAÇÃO DIRETA E AS ENTIDADES DA ADMINISTRAÇÃO PÚBLICA EM MATÉRIAS RELATIVAS A ASSUNTOS DE COMUNICAÇÃO DE NATUREZA INSTITUCIONAL.";Contínuo;GESTÃO DE POLÍTICAS PÚBLICAS;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;001900003 - DIRETORIA DE PLANEJAMENTO, GESTÃO E FINANÇAS;;;;;;;;;;;;
2025;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;0101;PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER;Promover o esporte e o lazer como direitos constitucionais, contribuindo para a melhoria da qualidade de vida e para o desenvolvimento humano, nas dimensões do Esporte de Rendimento, Esporte de Participação e Esporte Educacional. Gerir a infra-estrutura necessária para o desenvolvimento do esporte e lazer através dos equipamentos esportivos municipais.;TODAS AS FAIXAS ETÁRIAS, PRIORIZANDO O ATENDIMENTO ÀQUELES COM MAIOR VULNERABILIDADE SOCIAL.;"O ESPORTE E O LAZER, EM INTERFACE COM A SAÚDE, A EDUCAÇÃO, AS AÇÕES SOCIAIS E A CULTURA SÃO IMPORTANTES INSTRUMENTOS DA MELHORIA DA QUALIDADE DE VIDA DAS PESSOAS, POSSIBILITANDO UMA VIDA MAIS SAUDÁVEL E CONTRIBUINDO PARA A SOCIALIZAÇÃO DOS PARTICIPANTES. SÃO AINDA BENS CULTURAIS HISTORICAMENTE CONSTRUÍDOS E QUE TÊM IMPORTÂNCIA EM SI MESMOS POR EXPRESSAREM A IDENTIDADE DE UM POVO. POR ESTES MOTIVOS, O ESPORTE E O LAZER SÃO CONSIDERADOS COMO DIREITOS DO CIDADÃO E DEVER DO ESTADO.  A DEMANDA CRESCENTE POR ESTAS ATIVIDADES TEM LEVADO AO SURGIMENTO DE UMA POTENTE ""INDÚSTRIA DO LAZER"". CONTUDO, ASSEGURAR ESTES DIREITOS A TODOS É CONTRIBUIR SOBRETUDO PARA A INCLUSÃO DE PESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, POSSIBILITANDO O ACESSO A EQUIPAMENTOS E SERVIÇOS SEM RESTRIÇÃO DE SEXO, RAÇA, CREDO, IDADE, CLASSE SOCIAL OU HABILIDADE FÍSICO-DESPORTIVA.";Contínuo;FINALÍSTICO;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;000900009 - GABINETE;628;PERCENTUAL DE ADULTOS CLASSIFICADOS COMO INSUFICIENTEMENTE ATIVOS;POPULAÇÃO COM IDADE IGUAL OU SUPERIOR A 18 ANOS, CUJA SOMA DE ATIVIDADES FÍSICAS NO TEMPO LIVRE, NO DESLOCAMENTO E NA ATIVIDADE OCUPACIONAL, NÃO ALCANÇA 150 MINUTOS POR SEMANA / POPULAÇÃO COM IDADE IGUAL OU SUPERIOR A 18 ANOS X 100;PERCENTUAL;VIGITEL;44;29/05/2020 00:00;45;45;45;43;METAS ALTERADAS NA REVISÃO DO PPAG 2025
2025;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;0101;PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER;Promover o esporte e o lazer como direitos constitucionais, contribuindo para a melhoria da qualidade de vida e para o desenvolvimento humano, nas dimensões do Esporte de Rendimento, Esporte de Participação e Esporte Educacional. Gerir a infra-estrutura necessária para o desenvolvimento do esporte e lazer através dos equipamentos esportivos municipais.;TODAS AS FAIXAS ETÁRIAS, PRIORIZANDO O ATENDIMENTO ÀQUELES COM MAIOR VULNERABILIDADE SOCIAL.;"O ESPORTE E O LAZER, EM INTERFACE COM A SAÚDE, A EDUCAÇÃO, AS AÇÕES SOCIAIS E A CULTURA SÃO IMPORTANTES INSTRUMENTOS DA MELHORIA DA QUALIDADE DE VIDA DAS PESSOAS, POSSIBILITANDO UMA VIDA MAIS SAUDÁVEL E CONTRIBUINDO PARA A SOCIALIZAÇÃO DOS PARTICIPANTES. SÃO AINDA BENS CULTURAIS HISTORICAMENTE CONSTRUÍDOS E QUE TÊM IMPORTÂNCIA EM SI MESMOS POR EXPRESSAREM A IDENTIDADE DE UM POVO. POR ESTES MOTIVOS, O ESPORTE E O LAZER SÃO CONSIDERADOS COMO DIREITOS DO CIDADÃO E DEVER DO ESTADO.  A DEMANDA CRESCENTE POR ESTAS ATIVIDADES TEM LEVADO AO SURGIMENTO DE UMA POTENTE ""INDÚSTRIA DO LAZER"". CONTUDO, ASSEGURAR ESTES DIREITOS A TODOS É CONTRIBUIR SOBRETUDO PARA A INCLUSÃO DE PESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, POSSIBILITANDO O ACESSO A EQUIPAMENTOS E SERVIÇOS SEM RESTRIÇÃO DE SEXO, RAÇA, CREDO, IDADE, CLASSE SOCIAL OU HABILIDADE FÍSICO-DESPORTIVA.";Contínuo;FINALÍSTICO;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;000900009 - GABINETE;691;TAXA DE USUÁRIOS DO PROGRAMA SUPERAR POR 10 MIL PESSOAS COM DEFICIÊNCIA;NÚMERO DE ATENDIDOS / NÚMERO DE PESSOAS COM DEFICIÊNCIA NO MUNICÍPIO DE BELO HORIZONTE X 10.000;Usuários atendidos a cada grupo de 10 mil habitantes;SECRETARIA MUNICIPAL DE ESPORTES E LAZER;20,2;31/12/2020 00:00;34;36;39;40;META ALTERADA NA REVISÃO DO PPAG 2025.
2025;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;0101;PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER;Promover o esporte e o lazer como direitos constitucionais, contribuindo para a melhoria da qualidade de vida e para o desenvolvimento humano, nas dimensões do Esporte de Rendimento, Esporte de Participação e Esporte Educacional. Gerir a infra-estrutura necessária para o desenvolvimento do esporte e lazer através dos equipamentos esportivos municipais.;TODAS AS FAIXAS ETÁRIAS, PRIORIZANDO O ATENDIMENTO ÀQUELES COM MAIOR VULNERABILIDADE SOCIAL.;"O ESPORTE E O LAZER, EM INTERFACE COM A SAÚDE, A EDUCAÇÃO, AS AÇÕES SOCIAIS E A CULTURA SÃO IMPORTANTES INSTRUMENTOS DA MELHORIA DA QUALIDADE DE VIDA DAS PESSOAS, POSSIBILITANDO UMA VIDA MAIS SAUDÁVEL E CONTRIBUINDO PARA A SOCIALIZAÇÃO DOS PARTICIPANTES. SÃO AINDA BENS CULTURAIS HISTORICAMENTE CONSTRUÍDOS E QUE TÊM IMPORTÂNCIA EM SI MESMOS POR EXPRESSAREM A IDENTIDADE DE UM POVO. POR ESTES MOTIVOS, O ESPORTE E O LAZER SÃO CONSIDERADOS COMO DIREITOS DO CIDADÃO E DEVER DO ESTADO.  A DEMANDA CRESCENTE POR ESTAS ATIVIDADES TEM LEVADO AO SURGIMENTO DE UMA POTENTE ""INDÚSTRIA DO LAZER"". CONTUDO, ASSEGURAR ESTES DIREITOS A TODOS É CONTRIBUIR SOBRETUDO PARA A INCLUSÃO DE PESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, POSSIBILITANDO O ACESSO A EQUIPAMENTOS E SERVIÇOS SEM RESTRIÇÃO DE SEXO, RAÇA, CREDO, IDADE, CLASSE SOCIAL OU HABILIDADE FÍSICO-DESPORTIVA.";Contínuo;FINALÍSTICO;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;000900009 - GABINETE;692;TAXA DE USUÁRIOS DO PROGRAMA ESPORTE ESPERANÇA POR  10 MIL CRIANÇAS/ADOLESCENTES;(NÚMERO DE CRIANÇAS E ADOLESCENTES ATENDIDOS / NÚMERO DE CRIANÇAS E ADOLESCENTES DA POPULAÇÃO DE BH) X 10.000;Usuários atendidos a cada grupo de 10 mil habitantes;SECRETARIA MUNICIPAL DE ESPORTES E LAZER;18;31/12/2020 00:00;42;71;101;99;METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025 E DO PPAG 2025.
2025;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;0101;PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER;Promover o esporte e o lazer como direitos constitucionais, contribuindo para a melhoria da qualidade de vida e para o desenvolvimento humano, nas dimensões do Esporte de Rendimento, Esporte de Participação e Esporte Educacional. Gerir a infra-estrutura necessária para o desenvolvimento do esporte e lazer através dos equipamentos esportivos municipais.;TODAS AS FAIXAS ETÁRIAS, PRIORIZANDO O ATENDIMENTO ÀQUELES COM MAIOR VULNERABILIDADE SOCIAL.;"O ESPORTE E O LAZER, EM INTERFACE COM A SAÚDE, A EDUCAÇÃO, AS AÇÕES SOCIAIS E A CULTURA SÃO IMPORTANTES INSTRUMENTOS DA MELHORIA DA QUALIDADE DE VIDA DAS PESSOAS, POSSIBILITANDO UMA VIDA MAIS SAUDÁVEL E CONTRIBUINDO PARA A SOCIALIZAÇÃO DOS PARTICIPANTES. SÃO AINDA BENS CULTURAIS HISTORICAMENTE CONSTRUÍDOS E QUE TÊM IMPORTÂNCIA EM SI MESMOS POR EXPRESSAREM A IDENTIDADE DE UM POVO. POR ESTES MOTIVOS, O ESPORTE E O LAZER SÃO CONSIDERADOS COMO DIREITOS DO CIDADÃO E DEVER DO ESTADO.  A DEMANDA CRESCENTE POR ESTAS ATIVIDADES TEM LEVADO AO SURGIMENTO DE UMA POTENTE ""INDÚSTRIA DO LAZER"". CONTUDO, ASSEGURAR ESTES DIREITOS A TODOS É CONTRIBUIR SOBRETUDO PARA A INCLUSÃO DE PESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, POSSIBILITANDO O ACESSO A EQUIPAMENTOS E SERVIÇOS SEM RESTRIÇÃO DE SEXO, RAÇA, CREDO, IDADE, CLASSE SOCIAL OU HABILIDADE FÍSICO-DESPORTIVA.";Contínuo;FINALÍSTICO;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;000900009 - GABINETE;693;TAXA DE USUÁRIOS DO PROGRAMA VIDA ATIVA POR 10 MIL PESSOAS COM 50 ANOS OU MAIS;(NÚMERO DE ATENDIDOS COM 50 ANOS OU MAIS / NÚMERO DE PESSOAS DE 50 ANOS OU MAIS NO MUNICÍPIO DE BELO HORIZONTE) X 10.000;Usuários atendidos a cada grupo de 10 mil habitantes;SECRETARIA MUNICIPAL DE ESPORTES E LAZER;11,7;31/12/2020 00:00;14;31;34;37; 
2025;03;PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES;0101;PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER;Promover o esporte e o lazer como direitos constitucionais, contribuindo para a melhoria da qualidade de vida e para o desenvolvimento humano, nas dimensões do Esporte de Rendimento, Esporte de Participação e Esporte Educacional. Gerir a infra-estrutura necessária para o desenvolvimento do esporte e lazer através dos equipamentos esportivos municipais.;TODAS AS FAIXAS ETÁRIAS, PRIORIZANDO O ATENDIMENTO ÀQUELES COM MAIOR VULNERABILIDADE SOCIAL.;"O ESPORTE E O LAZER, EM INTERFACE COM A SAÚDE, A EDUCAÇÃO, AS AÇÕES SOCIAIS E A CULTURA SÃO IMPORTANTES INSTRUMENTOS DA MELHORIA DA QUALIDADE DE VIDA DAS PESSOAS, POSSIBILITANDO UMA VIDA MAIS SAUDÁVEL E CONTRIBUINDO PARA A SOCIALIZAÇÃO DOS PARTICIPANTES. SÃO AINDA BENS CULTURAIS HISTORICAMENTE CONSTRUÍDOS E QUE TÊM IMPORTÂNCIA EM SI MESMOS POR EXPRESSAREM A IDENTIDADE DE UM POVO. POR ESTES MOTIVOS, O ESPORTE E O LAZER SÃO CONSIDERADOS COMO DIREITOS DO CIDADÃO E DEVER DO ESTADO.  A DEMANDA CRESCENTE POR ESTAS ATIVIDADES TEM LEVADO AO SURGIMENTO DE UMA POTENTE ""INDÚSTRIA DO LAZER"". CONTUDO, ASSEGURAR ESTES DIREITOS A TODOS É CONTRIBUIR SOBRETUDO PARA A INCLUSÃO DE PESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, POSSIBILITANDO O ACESSO A EQUIPAMENTOS E SERVIÇOS SEM RESTRIÇÃO DE SEXO, RAÇA, CREDO, IDADE, CLASSE SOCIAL OU HABILIDADE FÍSICO-DESPORTIVA.";Contínuo;FINALÍSTICO;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;000900009 - GABINETE;700;PROPORÇÃO DE USUÁRIOS DO SEXO FEMININO NOS PROGRAMAS DE ESPORTE E LAZER DA SMEL;FÓRMULA DE CÁLCULO: (NÚMERO DE USUÁRIOS DO SEXO FEMININO / NÚMERO DE USUÁRIOS TOTAL)*100;PERCENTUAL;SECRETARIA MUNICIPAL DE ESPORTES E LAZER;59,18;31/12/2020 00:00;50;50;50;50;"SERÃO CONSIDERADOS, PARA ESTE INDICADOR, OS PROGRAMAS DESENVOLVIDOS REGULARMENTE COM CADASTRO DE USUÁRIOS (ESPORTE ESPERANÇA, CAMINHAR, VIDA ATIVA E SUPERAR);PARA EFEITO DA MÉDIA ANUAL, SERÁ DESCONSIDERADO O MÊS DE JANEIRO POR SER UM PERÍODO DE ATENDIMENTO ATÍPICO."
2025;10;ATENDIMENTO AO CIDADÃO E MELHORIA DA GESTÃO PÚBLICA;0105;GESTÃO DA POLÍTICA FISCAL MUNICIPAL;Dar suporte técnico às ações pertinentes à Secretaria Municipal de Finanças.;PREFEITURA DE BELO HORIZONTE.;VIABILIZAÇÃO DAS ATIVIDADES-MEIO DA SECRETARIA MUNICIPAL DE FINANÇAS.;Contínuo;GESTÃO DE POLÍTICAS PÚBLICAS;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;001000046 - SUBSECRETARIA DE CONTADORIA-GERAL DO MUNICÍPIO;;;;;;;;;;;;
2025;04;SEGURANÇA;0109;OPERACIONALIZAÇÃO DOS SERVIÇOS DE SEGURANÇA;1- Desenvolver ações tendentes a definir a política para atuação da Secretaria Municipal de Segurança e Prevenção - SMSP e Guarda Municipal de Belo Horizonte - GCMBH e relacioná-la com os demais órgãos que atuam na defesa social. 2- Planejar e executar todas as ações e o desenvolvimento da GCMBH, visando sua prestação de serviços aos usuários de serviços municipais e à comunidade em geral que é indistintamente beneficiada com as prestações realizadas.;POPULAÇÃO DE BELO HORIZONTE.;A CRIAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO ATENDEU A UM CRESCENTE APELO DA COMUNIDADE POR MEDIDAS QUE ATENDESSEM A SEUS ANSEIOS E SE DEU EM DECORRÊNCIA DE DIAGNÓSTICO LEVADO A EFEITO POR ORDEM DO CHEFE DO EXECUTIVO QUE CULMINOU COM A PROPOSTA DA CRIAÇÃO DE ÓRGÃO QUE SUPRISSE, NO MUNICÍPIO, NECESSIDADES EM NICHO ONDE O ESTADO SE ENCONTRA ASSOBERBADO FACE AO CRESCENTE AUMENTO DE ÍNDICES DE VIOLÊNCIA EM VÁRIAS DE SUAS FORMAS.;Contínuo;FINALÍSTICO;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;001700016 - GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE;747;OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS CONTRA PESSOA E CONTRA O PATRIMÔNIO EM CENTROS DE SAÚDE;SOMATÓRIO DE OCORRÊNCIAS DE CRIMES CONTRA PESSOA E CONTRA O PATRIMÔNIO EM CENTROS DE SAÚDE;OCORRÊNCIA;GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE - GMBH;248;31/12/2020 00:00;201;222;221;199;METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2025;04;SEGURANÇA;0109;OPERACIONALIZAÇÃO DOS SERVIÇOS DE SEGURANÇA;1- Desenvolver ações tendentes a definir a política para atuação da Secretaria Municipal de Segurança e Prevenção - SMSP e Guarda Municipal de Belo Horizonte - GCMBH e relacioná-la com os demais órgãos que atuam na defesa social. 2- Planejar e executar todas as ações e o desenvolvimento da GCMBH, visando sua prestação de serviços aos usuários de serviços municipais e à comunidade em geral que é indistintamente beneficiada com as prestações realizadas.;POPULAÇÃO DE BELO HORIZONTE.;A CRIAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO ATENDEU A UM CRESCENTE APELO DA COMUNIDADE POR MEDIDAS QUE ATENDESSEM A SEUS ANSEIOS E SE DEU EM DECORRÊNCIA DE DIAGNÓSTICO LEVADO A EFEITO POR ORDEM DO CHEFE DO EXECUTIVO QUE CULMINOU COM A PROPOSTA DA CRIAÇÃO DE ÓRGÃO QUE SUPRISSE, NO MUNICÍPIO, NECESSIDADES EM NICHO ONDE O ESTADO SE ENCONTRA ASSOBERBADO FACE AO CRESCENTE AUMENTO DE ÍNDICES DE VIOLÊNCIA EM VÁRIAS DE SUAS FORMAS.;Contínuo;FINALÍSTICO;ASSOCIADO;01/01/2022 00:00;31/12/2025 00:00;001700016 - GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE;748;OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS EM UNIDADES DE PRONTO ATENDIMENTO - UPA;SOMATÓRIO DE OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS EM UNIDADES DE PRONTO ATENDIMENTO - UPA;OCORRÊNCIA;GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE - GMBH;108;31/12/2020 00:00;87;88;81;73;METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
